id,twitter_altmetric_id,posts:summary,sentiments
5907977,2167421,so kit grimwood told respectable paper copper nanotub or cunt hahahahah,negative
5907978,2167421,so copper nanotub whenacronymsgobad,negative
5907979,2167421,so seem thick kid thick inherit thick gene,positive
5907980,2167421,social cognitive theory multiple intelligence cognitive behavioral game design aw shit yea,neutral
5907986,2167421,social science research what can we learn twin studi  comprehensive evaluation equal environment,neutral
5907987,2167421,solv puzzle finn highest iq one lowest number nobel priz europe,neutral
5907995,2167421,some strong evidence  health benefit daily oat consumption better blood lipid happier heart,positive
5907996,2167421,somebody either tremendously  ear litteraly still roll floor laugh springerlink cunt,negative
5907997,2167421,someone really caught acronym copper nano tub publication check abstract section,negative
5907998,2167421,sometim science tell  already know republican smarter democrat uniteblue p2,positive
5908000,2167421,sometim even scientist ne proofreader,negative
5908001,2167421,sometim think abbreviation write them,negative
5908002,2167421,somewhat early april fool acronymfail,negative
5908003,2167421,sorption capacity plastic debri hydrophobic organic chemical,neutral
5908011,2167421,sourc plastic marine debri beach korea more ocean land via,neutral
5908012,2167421,sourc plastic marine debri beach korea more ocean land marinedebri marinelitter,neutral
5908020,2167421,soy bas high protein diet produc similar hunger control gut hormone response amp weight los meat bas diet,positive
5908022,2167421,sphere,neutral
5908023,2167421,stop snigger back,negative
5908024,2167421,strange conclusion why freq allel shown unrelat iq tell  anyth popul diff iq,neutral
5908026,2167421,strategy mitigation marine debri analysi sourc composition marine debri northern taiwan,neutral
5908035,2167421,strong effect inbreed children iq ht,positive
5908039,2167421,structural amp electronic properti chiral single wall copper nanotub or why acronym choice sometim matter,neutral
5908045,2167421,online first,neutral
5908046,2167421,cunt submitt sybertron,neutral
5908047,2167421,springerlink,neutral
5908049,2167421,structur weightlos plan behavioural counsell lead improv cardiometabolic outcom,positive
5908050,2167421,student invent anyth new please run name acronym past first avoid thi nsfw,negative
5908051,2167421,study october year show arab jordan average iq 826 jmf 100 england science,positive
5908052,2167421,studie the chang face cognitive gender differenc europe  daniela weber et al via science,positive
5908053,2167421,study protein help lose weight pubm mobile worth read,positive
5908054,2167421,study dietary fiber help inflammation glucose amp lipid because us oat rye amp sugar beet fiber,positive
5908055,2167421,study combin benefit wholegrain barley amp legum healthy people find improv heart health,positive
5908057,2167421,study follow 1200 people 22 yr show linkage meateggsdairy heart diseas again,positive
5908060,2167421,study diet exercise lc diet promot greater fat utilization submaximal exercise hc diet,positive
5908061,2167421,study impact plastic marine life im surpris finding what you,positive
5908062,2167421,study show gt3g oat beta glucan day reduc ldl cholesterol,positive
5908063,2167421,study show benefit phosphatidylserine use children adhd memory attention mentalhealth,positive
5908069,2167421,study show microplastic transferr acros trophic level marine foodweb,positive
5908071,2167421,study suggest  million piec lobster trap debri litter florida key natl marine sanctuary,positive
5908073,2167421,study  mealsday   meal increas postprandial insulin respons glucose obese subject,positive
5908074,2167421,study long term low carb diet adversely affect physical function ability perform exercise,positive
5908075,2167421,study eat brown rice instead white help 24  glucose fast insulin respons overweight indian,positive
5908076,2167421,study high protein meat amp vegetarian diet satisfy hunger more food health,positive
5908077,2167421,study low carb diet amp high bean diet benefit health weight more food health,neutral
5908079,2167421,study lower gi diet healthier than low fat more food health nutrition,positive
5908080,2167421,study microplastic found four chesapeake river via ac,positive
5908083,2167421,study more half difference expert normal reader genetic openaccessarticle,positive
5908084,2167421,study the chang face cognitive gender differenc europe,positive
5908085,2167421,study whey protein satisfi hunger better than casein more diet food health,positive
5908086,2167421,stumbl gem today,negative
5908088,2167421,substitut brown rice white rice reduce diabet risk,positive
5908089,2167421,super cool  think rdf technologi go enable simple comprehensive queri future,positive
5908090,2167421,supplement 200 mg phosphatidylserine significantly improv adhd symptom memory via,positive
5908091,2167421,surely deliberate copper wall nanotub unfortunate acronym contain rude word,negative
5908092,2167421,suspend microplastic surface water yangtze estuary system china marinedebri marinelitter,neutral
5908097,2167421,suspend microplastic surface water yangtze estuary system china marinedebri,neutral
5908109,2167421,sweet oral spray help people lose weight maintain los at least 60 day teh trail worth look,positive
5908117,2167421,synthesi seri zinciifreebase porphyrin dimer trimer programmable sequencesâ€¦ joc,neutral
5908120,2167421,take part great brain experiment the argument experiment continu,positive
5908126,2167421,target acceptable level harm marine litter avoid impact large vertebrat within msfd,positive
5908128,2167421,taylor amp franci online adolescent with high iq their adjustment adolescence midlife research,neutral
5908129,2167421,taylor amp franci online adolescent with high iq their adjustment adolescence and,neutral
5908130,2167421,teehee € oh dear the difficulti find scientific abbreviation work languag,negative
5908131,2167421,tehehehe rt rt no good acronym copper nanotub,negative
5908132,2167421,test equal environment assumption us twin studi support eea,positive
5908135,2167421,thank you rt any diet help loseweight help find health,positive
5908136,2167421,that unfortunate acronym via,negative
5908137,2167421,that little embarrass someone,negative
5908138,2167421,the acronym mak even more,negative
5908139,2167421,the handofgod paper probably error non native speaker not egregiou one,negative
5908140,2167421,the  recent genomic finding inbreed depression iq support last year phenotypic result,positive
5908141,2167421,the abbreviation copper nanotub justbrilliant amazeball phdchat,negative
5908142,2167421,the abstract priceles,negative
5908143,2167421,the abstract paper best fuck th copper nanotub snigger,negative
5908144,2167421,the best th youll see today,negative
5908146,2167421,the cell behavior ontology describ intrinsic biological behavior real model cell seen act,positive
5908147,2167421,the cell behavior ontology describ intrinsic biological behavior real model cell seen active,positive
5908148,2167421,the cell behavior ontology describ intrinsic biological behavior real model cell seen,positive
5908149,2167421,the chang face of cognitive gender differenc result show gender differenc mathematic and,neutral
5908150,2167421,the chang face cognitive gender differenc europe,neutral
5908153,2167421,the chang face cognitive gender differenc europe better condition affect women men,neutral
5908161,2167421,the cognitive bas exceptional abiliti child prodigi domain similariti and,neutral
5908162,2167421,the development adaptive competence why cultural psychology necessa psychiatry,neutral
5908163,2167421,the difficulty find scientific abbreviation work languag shock via,negative
5908164,2167421,the ebi rdf platform link open data life scienc,neutral
5908165,2167421,the ebi rdf platform link open data life scienc semweb,neutral
5908172,2167421,the effect fine scale sampl frequency estimat beach litter accumulation marinedebri,neutral
5908175,2167421,the effect fine scale sampl frequency estimat beach litter accumulation marinedebri southafrica,neutral
5908192,2167421,the effect phosphatidylserine administration memory amp symptom attention deficit hyperactivity disorder,neutral
5908193,2167421,the effect phosphatidylserine administration memory sympt pubm ncbi adhd children,neutral
5908195,2167421,the effect phosphatidylserine administration memory symptom adhd randomis controll trial,neutral
5908196,2167421,the effect phosphatidylserine administration memory symptom attention defi nutrition,neutral
5908197,2167421,the effect plasticpollution aquatic wildlife current situation future solution marinedebri,neutral
5908213,2167421,the effect beta glucan rich oat bread serum nitric oxide vascular endothelial function patient,neutral
5908214,2167421,the effect beta glucan rich oat bread serum nitric oxide vascular endothelial function patient withâ€¦,neutral
5908215,2167421,the effect whole grain high amylose maize flour source resistant starch bloodâ€¦,neutral
5908216,2167421,the egenvar data management system catalogu shar sensitive data database journal,neutral
5908217,2167421,the estimation derelict fish gear coastal water south korea trap gill net fisheri,neutral
5908226,2167421,the fetal origin hypothesi of vot,positive
5908227,2167421,the  beyond spearman  flynn paradox resolv us four exploratory meta analys,neutral
5908228,2167421,the general increase iq flynn effect mostly due better test tak abiliti,positive
5908229,2167421,the geometry expertise maria juliana leone diego fernandez slezak guillermo  cecchi mar psychology,neutral
5908230,2167421,the impact low average high iq economic growth technological progres,neutral
5908233,2167421,inbreed amp iq paper  good tho claim  implausibly large must reverse causation,positive
5908234,2167421,the iq penalty inbreed muslin community,neutral
5908235,2167421,the languageculture barrier scientific acronym,negative
5908236,2167421,the nsfw scientific journal article ever publish,negative
5972582,2179206,the nsfw scientific journal article ever publish,negative
5972583,2179206,the nature amp nurture read expertise with interest discussion gene environment interaction,positive
6167716,2211150,the nature amp nurture read expertise with interest discussion gene environment interaction,positive
6216535,2217464,the next  web discernment mean mak implication web 30 education,neutral
6216536,2217464,the number behind 100 hour mak expert myth,negative
6216537,2217464,the paper neuroinformatic database cloud pubm index,positive
6253352,2226116,the peril acronym academic paper,negative
6253353,2226116,the potential high protein low carbohydrate diet preserve intrahepatic triglyceride content healthy human,neutral
6253354,2226116,the protein type within hypocaloric diet affect obesity relat inflammation the resme diet health food,neutral
6253355,2226116,the protein type within hypocaloric diet affect obesity relat inflammation the resmena project,neutral
6480455,2280486,the protein type within hypocaloric diet affect obesity relat inflammation the resmena project,neutral
6499766,2284357,the protein type within hypocaloric diet affect obesity relat inflammation the resmena project conclusi,neutral
6499767,2284357,the semantic measur library toolkit,neutral
6623877,2303013,the semantic measur library toolkit fast computation semantic similarity relatednes us biomedi,neutral
6623878,2303013,the stability intelligence from childhood old age,neutral
6626147,2303502,the stability intelligence from childhood old age,neutral
6656268,2309973,the stability intelligence from childhood old age,neutral
6799405,2337155,the stability intelligence from childhood old age,neutral
7040156,2387422,the structural energetic electronic properti copper nanotub cunt ht,neutral
7040157,2387422,the transcultural diabet nutrition algorithm  canadian perspective,neutral
7566697,2492168,the transcultural diabet nutrition algorithm canadian perspective,neutral
7704215,2511544,the use different reference food determin glycemic index starchy non starchy te eatright,neutral
7704217,2511544,the use different reference food determin glycemic index starchy non starchy te,neutral
7704218,2511544,the use different reference food determin glycemic index starchy non starchy test food,neutral
7704219,2511544,the world pretty unfair least little association smart amp gett cancer,positive
7734606,2516075,the world pretty unfair least little association smart amp gett cancer,positive
7945808,2560440,the zebrafish anatomy stage ontologi represent anatomy development danio rerio,neutral
7945809,2560440,there good acronym amp bad acronym really terriblyamaz acronym,negative
8011585,2575301,there good acronym amp bad acronym really terriblyamaz acronym,negative
8011586,2575301,thermopower benzenedithiol c60 molecular junction ni au electrod nano lett,neutral
8012395,2575540,thermopower benzenedithiol c60 molecular junction ni au electrod nano lett,neutral
8093642,2591296,these boffin bunch cunt dont even realise springerlink,negative
8242642,2614749,these chinese scientist forgot run copper nanotub shorthand urban dictionary via,negative
8394762,2643995,these chinese scientist forgot run copper nanotub shorthand urban dictionary via,negative
8394766,2643995,theyre back copper nanotub again via,neutral
8420941,2649030,theyre back copper nanotub again via,neutral
8510316,2666266,think give kid abetterstart easy better language development predict earlier alcohol use,positive
8510318,2666266,thi gt wrong amp funny ht,negative
8510319,2666266,thi abbreviation copper nanotub note observ free stand tip suspend,neutral
8510320,2666266,thi intentional springerlink,negative
8797673,2718374,thi amaz via,positive
8804080,2720090,appropriate way shorten €˜copper nanotubeâ€™,negative
8804081,2720090,thi  science,negative
8840198,2728153,thi  tell eat protein every meal  higher protein content ad libitum diet improv,positive
8917155,2742933,thi ne check acronym cunt scienceisgreat,negative
8957927,2750951,thi in world billionair extremely intelligent overwhelmingly male,positive
9000039,2756414,thi in world billionair extremely intelligent overwhelmingly male,positive
9190950,2802344,thi in world billionair extremely intelligent overwhelmingly male,positive
9327803,2826513,thi man knew exactly do,negative
9327804,2826513,thi must deliberate rt unfortunate abbreviation copper nanotub,negative
9327805,2826513,thi one chemist,positive
9343557,2829809,thi study show weight los difficult although low gi better subject lost   kg  month,positive
9343558,2829809,thi controversial rt lot way lose weight comparably good find health,negative
9439801,2855416,thi plu thi equal thi,neutral
9505826,2870112,those copper nanotub beyond naughty,negative
9505827,2870112,those cl concept iq fail grasp neuroimag invalidat model irony,negative
9787503,2920476,those cl concept iq fail grasp neuroimag invalidat model irony,negative
9914277,2942735,those cl concept iq fail grasp neuroimag invalidat model irony,negative
9914279,2942735,three unfortunate chinese intellectual dont speak english well read synopsi,negative
9914280,2942735,three dimensional distribution plastic pellet sandy beach shift paradigm marinedebri,negative
9917305,2943001,three dimensional distribution plastic pellet sandy beach shift paradigm marinedebri,negative
9990563,2955463,three dimensional distribution plastic pellet sandy beach shift paradigm marinedebri,negative
9990569,2955463,three dimensional distribution plastic pellet sandy beach shift paradigm microplastic,negative
10141633,2983668,three grad stratification carbohydrate restriction level baseline hemoglobin a1c type  diabete,neutral
10141634,2983668,to “ ebi rdf platform bioinformatic paper advanc acces out ebirdf rdf emblebi linkeddata”,neutral
10149323,2985221,today unfortunate abbreviation copper nanotub,negative
10149324,2985221,today read long range electron tunnel,neutral
10219362,2996782,too funny chinese science paper fail attempt abbreviate copper nanotub english,negative
10219366,2996782,top url structural electronic properti chiral single wall copper nanotub online first springer,positive
16084264,4534972,top notch paper standard big high dim data standard choose future proof etc,positive
16084265,4534972,transport characteristic single c60 molecule junction reveal multiple andreev reflection,neutral
16084350,4535003,transport characteristic single c60 molecule junction reveal multiple andreev reflection,neutral
16084351,4535003,trial high fiber  low carb diet weight los high fiber better lipid cc,positive
16084352,4535004,trial high fiber  low carb diet weight los high fiber better lipid cc,positive
16084353,4535004,trimethyltin mediat covalent goldâ€“carbon bond formation journal american chemical societydoi 1010,neutral
16110106,4538340,tun bond strength single c60 molecule,neutral
17360886,4730728,twin studi childhood behaviour disorder  test equal environment assumption eea,neutral
18837289,4977235,twin studi childhood behaviour disorder  test equal environment assumption eea,neutral
10.1016/j.cor.2012.03.018,692853,twin studi childhood behaviour disorder  test equal environment assumption eea,neutral
10.1007/s10270-012-0249-9,722676,twin studi childhood behaviour disorder  test equal environment assumption eea,neutral
10.1002/cpe.2999,1256494,twin studi childhood behaviour disorder  test equal environment assumption eea,neutral
10.1080/17538947.2013.781243,1358892,twin study find read expertise  normal reader mostly genetic factor depress ht,positive
10.1080/17538947.2013.781243,1358892,twin tudy sez half read expertise genetic root ab,positive
10.1007/s12021-013-9182-5,1422702,two dimensional simulation temperature current density distribution electromigrat structur,neutral
10.1007/s12021-013-9182-5,1422702,two dimensional simulation temperature current density distribution electromigrat str,neutral
10.1007/s12021-013-9182-5,1422702,umm im scientist seem odd rt hehe science,negative
10.1007/s12021-013-9182-5,1422702,succes italian research direct transformation edible vegetable waste bioplastic via,positive
10.1007/s12021-013-9182-5,1422702,unconsciously hilariou abstract week consider abbreviation discuss copper nanotub,negative
10.1007/s12021-013-9182-5,1422702,unfortunate abbreviation copper nanotub,negative
10.1007/s12021-013-9183-4,1473213,unfortunate abbreviation copper nanotub,negative
10.1080/1475939X.2013.802992,1648286,unfortunate abbreviation copper nanotub,negative
10.1007/s13369-013-0791-y,1757256,unfortunate abbreviation copper nanotub,negative
10.1016/j.eswa.2013.08.058,1781061,unfortunate abbreviation copper nanotub,negative
10.1136/amiajnl-2013-002066,1787459,unfortunate abbreviation copper nanotub,negative
10.1093/bioinformatics/btt581,1816271,unfortunate abbreviation copper nanotub,negative
10.1016/j.knosys.2013.10.006,1836985,unfortunate abbreviation copper nanotub,negative
10.1016/j.jbi.2013.10.001,1842527,unfortunate acronym alert the structural electronic properti chiral single wall copper nanotub cunt,negative
10.1016/j.jbi.2013.10.001,1842527,ungat mt pre birth factor post birth factor vot swe gat,neutral
10.1016/j.jbi.2013.10.001,1842527,uuhh paper copper nanotub,negative
10.1016/j.jbi.2013.10.001,1842527,useful study huge effect inbreed iq rt erk effect inbreed children iq fb,positive
10.1016/j.jbi.2013.10.001,1842527,via compar highcarb lowcarb athlet lowcarb los fat also muscle mas,neutral
10.1016/j.jbi.2013.10.001,1842527,verifiy medical protocol via visual model the case nosocomial disease mrsa,neutral
10.1016/j.jbi.2013.10.001,1842527,verifiy medical protocol via visual model the case nosocomial disease cdiff,neutral
10.1016/j.jbi.2013.10.001,1842527,verifiy medical protocol via visual model the case nosocomial disease,neutral
10.1007/s11227-013-1037-1,1846836,verifiy medical protocol via visual model the case nosocomial disease mrsa,neutral
10.1093/bioinformatics/btt613,1858228,verify medical protocol temporal graph case nosocomial disease abresistance,neutral
10.1093/bioinformatics/btt613,1858228,very deliberate choice id say  rt unfortunate abbreviation copper nanotub,negative
10.1093/bioinformatics/btt613,1858228,very low carbohydrate diet exercise capacity nutrition obesity weightlos lowcarb,neutral
10.1093/bioinformatics/btt613,1858228,very low carbohydrate diet promot greater fat utilization low fat high carb diet,positive
10.1080/13658816.2013.847186,1866921,very low carbohydrate diet promot greater fat utilization low fat high carb diet,positive
10.1111/tgis.12070,1896821,very low carbohydrate diet promot greater fat utilization low fat high carb diet,positive
10.1016/j.jbi.2013.11.003,1907676,via interest paper expertise the mental abiliti scrabble crossword champion,positive
10.1016/j.jbi.2013.11.003,1907676,vibrational cool thermoelectric response nanoelectromechanical system,neutral
10.1016/j.jbi.2013.11.006,1923476,vibrational cool thermoelectric response nanoelectromechanical system,neutral
10.1093/nar/gkt1264,1953772,voltage tun molecular vibration energi chemistry,neutral
10.1093/nar/gkt1264,1953772,webprotégé  collaborative web bas platform edit biomedical ontologi biomedical,neutral
10.1093/nar/gkt1264,1953772,webprotege collaborative web bas platform edit biomedical ontologi,neutral
10.1093/nar/gkt1173,1954352,webprotege collaborative web bas platform edit biomedical ontologi,neutral
10.1093/nar/gkt1173,1954352,830 prof pramod reddy discus tun thermoelectric properti molecular junction f14mr,positive
10.1093/nar/gkt1173,1954352,weight los maintenance overweight subject ad lib high low protein diogen trial 12 month,neutral
10.1016/j.envsoft.2013.10.004,1986881,weight los maintenance overweight subject ad lib high low protein diogen trial 12 month,neutral
10.1148/rg.341135036,2016071,weight los maintenance overweight subject ad lib high low protein diogen trial 12 month,neutral
10.1148/rg.341135036,2016071,weight los maintenance overweight subject ad libitum diet high low protein content,neutral
10.1148/rg.341135036,2016071,weight los maintenance overweight subject ad libitum diet high low protein content glycemic inde,neutral
10.1148/rg.341135036,2016071,weight los maintenance overweight subject ad libitum diet high low protein content glycemic,neutral
10.1148/rg.341135036,2016071,weight los maintenance overweight subject ad libitum diet high low protein,neutral
10.1186/1471-2105-15-S1-S11,2034335,weight los glycemic control amp cvd risk factor response differential diet composition t2dm,neutral
10.1186/1471-2105-15-S1-S11,2034335,weight los glycemic control amp cvd risk factor response low fat  low carb diet type  diabetic,neutral
10.1093/bioinformatics/btt765,2038425,weight los glycemic control amp cvd risk factor response low fat  low carb diet type  diabetic,neutral
10.1093/bioinformatics/btt765,2038425,weight los glycemic control cardiovascular disease risk factor response differential diet composition €¦,neutral
10.1093/bioinformatics/btt765,2038425,weight los glycemic control cvd risk factor response differential diet composi wtlossprog t2dm rct,neutral
10.1093/bioinformatics/btt765,2038425,well else would abbreviate copper nanotub via,neutral
10.1093/bioinformatics/btt765,2038425,well im go tell them,neutral
10.1093/bioinformatics/btt765,2038425,well often  get say thi thankfully lab,negative
10.1093/bioinformatics/btt765,2038425,what bunch copper nanotub the funniest abbreviation ive seen while,negative
10.1093/bioinformatics/btt765,2038425,what acronym would you pick copper cu nano tub,neutral
10.1093/bioinformatics/btt765,2038425,what cognitive abiliti elite nationally rank scrabble crossword expert scrabble crossword,neutral
10.1093/bioinformatics/btt765,2038425,what long term health consequenc eat junk food puberty nutrition foodsafety teen,neutral
10.1093/bioinformatics/btt765,2038425,what exactly exposure aquatic speci chemical resid ingest plastic read onâ€¦,neutral
10.1093/bioinformatics/btt765,2038425,what go gut marine life check study desorption rat pop via,neutral
10.1093/bioinformatics/btt765,2038425,what new protein ontology thank lot great folk includ immport bsmith  diehl  ruttenberg,neutral
10.1093/bioinformatics/btt765,2038425,what wrong cunt rt no good acronym copper nanotub,negative
10.1093/bioinformatics/btt765,2038425,when acronym go wrong,negative
10.1093/bioinformatics/btt765,2038425,chinese people idea western slang,negative
10.1093/bioinformatics/btt765,2038425,when chinese english acronym translation go wrong copper nanotub,negative
10.1016/j.dss.2014.01.001,2046564,when chinese english acronym translation go wrong copper nanotub,negative
10.1080/17517575.2013.879923,2071412,when chinese english acronym translation go wrong copper nanotub,negative
10.1007/s12053-013-9246-2,2074591,when com plasticpollution particl size matter study annual variation via,neutral
10.1016/j.websem.2013.12.004,2091767,when com plasticpollution particl size matter study annual variation via,neutral
10.1007/s10707-013-0197-8,2099503,when science go wrong,negative
10.1007/s10707-013-0197-8,2099503,when scientific acronym go bad lostintranslation fb,negative
10.1007/s10707-013-0197-8,2099503,when scientific acronym go wrong,negative
10.1016/j.acra.2013.11.007,2107606,when writ scientific paper foreign language sure run past native speaker first fb,negative
10.1016/j.acra.2013.11.007,2107606,whey make full casein work need done protein obesity nutrition,neutral
10.1016/j.acra.2013.11.007,2107606,which diet better keep weight youve lost thi study indicat protein bas diet best  believe,neutral
10.1016/j.acra.2013.11.007,2107606,who knew copper nanotub could funny,negative
10.1016/j.acra.2013.11.007,2107606,who knew science could naughty via amp,negative
10.1016/j.acra.2013.11.007,2107606,whoever came abbreviation copper nanotub geniu,negative
10.1016/j.acra.2013.11.007,2107606,whoop acronym fail,negative
10.1186/2041-1480-5-1,2120261,whoop acronym fail,negative
10.1177/0165551514521927,2129534,whoop acronym fail,negative
10.1177/0165551514521927,2129534,why peerreview good idea check acronym nanotube nanotechnology,positive
10.1186/2041-1480-5-4,2129915,why science amp engineer ne brand team nam thing,neutral
10.1186/2041-1480-5-4,2129915,why men predominate summit intellectual achievement,neutral
10.1080/13658816.2014.882513,2131933,why dont people eat oatcak shelf life think crack it,positive
10.1016/j.landusepol.2014.01.018,2139834,why teach intelligence legend iq intelligence associative learn research nick mackintosh explain,neutral
10.1016/j.jcrc.2014.02.006,2144352,why teach intelligence legend iq intelligence associative learn research nick mackintosh explain,neutral
10.1186/2041-1480-5-8,2151975,why really really check native speaker publish foreign language ht,neutral
10.1186/2041-1480-5-12,2153854,wild gudgeon gobio gobio french river contaminat microplastic preliminary study first evidence,neutral
10.1162/COLI_a_00168,2163197,wild gudgeon gobio gobio french river contaminat microplastic preliminary study first evidence,neutral
10.1145/2500873,2178859,wild gudgeon gobio gobio french river contaminat microplastic preliminary study first evidence,neutral
10.3389/fninf.2014.00021,2181577,wild gudgeon gobio gobio french river contaminat microplastic preliminary study first evidence,neutral
10.1002/asi.23057,2182204,wild gudgeon gobio gobio french river contaminat microplastic preliminary study first evidence,neutral
10.1002/asi.23057,2182204,will tell son deliberate practice sufficient  explain expert performance eg  ches music gen,negative
10.1186/2041-1480-5-13,2185711,women appear positively affect societal improvement men,positive
10.1186/2041-1480-5-13,2185711,women demonstrate relative strength particular cognitive function men other,positive
10.1108/JD-05-2013-0058,2217898,women countri greater gender equality perform better cognitive task,positive
10.1016/j.scico.2014.02.027,2224788,women countri greater gender equality perform better cognitive task,positive
10.1186/2041-1480-5-14,2228679,women countri greater gender equality perform better cognitive task,positive
10.1186/2041-1480-5-14,2228679,woodley fuck hack referenc study support estimate decline genotypic iq due,negative
10.1186/2041-1480-5-14,2228679,world best acronym,negative
10.1186/2041-1480-5-14,2228679,worst acronym cunt ive seen scientific journal ever acronym acronymfail science sciencefail,negative
10.1177/0165551514529054,2245680,wow explain lotchildhood verbal development drink behavior adolescence young adulthood,positive
10.1177/0165551514529054,2245680,wow inbreed really really depress iq dont think id ever seen large effect siz beforeâ€”more  sd,positive
10.1093/database/bau017,2261902,wow inbreed really really depress iq dont think id ever seen large effect siz beforeâ€”more  sd,positive
10.1186/2041-1480-5-17,2291799,yeah our paper ebirdf,positive
10.1186/2041-1480-5-17,2291799,yeap protein important long term fat los,positive
10.1186/2041-1480-5-17,2291799,yep love control group studi,positive
10.1016/j.artmed.2014.03.001,2297404,yet another study  mo rct suggest glycemic index impact weight appetite long term,positive
10.1093/bioinformatics/btu210,2299910,yet another study  mo rct suggest glycemic index impact weight appetite long term,positive
10.1007/s10791-014-9240-0,2301935,yet another study  mo rct suggest glycemic index impact weight appetite long term,positive
10.1016/j.websem.2014.03.003,2303873,yet another study  mo rct suggest glycemic index impact weight appetite long term,positive
10.1093/database/bau027,2306751,yet another study  mo rct suggest glycemic index impact weight appetite long term,positive
10.1093/bioinformatics/btu256,2309889,yet another study  mo rct suggest glycemic index impact weight appetite long term,positive
10.1093/bioinformatics/btu256,2309889,you raise test scor even iq test practic test skill you lower test scor chang test,positive
10.1016/j.websem.2014.04.002,2312572,you copper nanotube,neutral
10.1016/j.websem.2014.04.002,2312572,you watch copper nanotub haha acronymfail,negative
10.1016/j.websem.2014.04.002,2312572,you may want rethink acronym,neutral
10.1111/cla.12075,2321648,you read copper wall nanotub,neutral
10.1186/2041-1480-5-19,2326700,you read copper wall nanotub,neutral
10.1186/2041-1480-5-19,2326700,your neuroimag  16 mate calm down see also,neutral
10.1016/j.artint.2014.03.007,2342760,your neuroimag  16 mate calm down see also,neutral
10.1016/j.artint.2014.03.007,2342760,zebrafish anatomy stage ontology paper publish,neutral
10.1016/j.artint.2014.03.007,2342760,zooplankton eat microplastic make travel along food web ocean plastic,neutral
10.1016/j.artint.2014.03.007,2342760,recently publish article iwan entitl extract cognitive model arabic wikipedia  language methodology,positive
